Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Education_Level,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,AI_Affect_on_Productivity,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
31,Female,Teacher,7,Daily Life,Medicine,Other,Daily,Beginner,Desktop,Medium,Low,Suburban,PhD,Spanish,Medium,Increased,Neutral,No,9,No,2,48,70
31,Female,Designer,10,Entertainment,Education,Bard,Rarely,Intermediate,Laptop,High,Moderate,Suburban,Master,English,Fast,Decreased,Neutral,Yes,3,Yes,2,45,70
59,Male,Unemployed,4,Study,Education,Notion AI,Sometimes,Intermediate,Laptop,Medium,Moderate,Urban,Master,Arabic,Medium,Decreased,Positive,No,8,No,2,49,70
38,Male,Student,8,Daily Life,Art,Notion AI,Often,Beginner,Desktop,Low,Low,Suburban,Master,French,Slow,Decreased,Neutral,Yes,7,No,1,27,85
61,Female,Student,11,Daily Life,Computer Science,Bard,Often,Intermediate,Desktop,High,Low,Rural,PhD,English,Fast,Increased,Positive,Yes,7,No,1,26,85
110,Female,Teacher,4,Study,Law,Copilot,Sometimes,Intermediate,Desktop,High,Moderate,Suburban,PhD,French,Medium,Increased,Negative,Yes,9,No,2,22,85
54,Female,Freelancer,5,Study,Medicine,Bard,Often,Advanced,Desktop,Low,Low,Suburban,Bachelor,Spanish,Medium,Increased,Positive,Yes,5,Yes,2,24,85
45,Female,Doctor,11,Work,Medicine,Other,Sometimes,Beginner,Mobile,Low,Moderate,Rural,High School,French,Slow,Same,Neutral,No,7,No,3,74,60
24,Female,Researcher,12,Entertainment,Engineering,ChatGPT,Sometimes,Advanced,Desktop,Low,Low,Suburban,PhD,Arabic,Slow,Increased,Negative,Yes,6,No,2,29,85
28,Female,Researcher,4,Health,Engineering,ChatGPT,Sometimes,Beginner,Tablet,Medium,High,Rural,High School,Arabic,Slow,Decreased,Negative,Yes,5,Yes,3,86,60
23,Female,Student,9,Work,Medicine,Bard,Rarely,Advanced,Tablet,Low,High,Urban,Master,English,Fast,Increased,Negative,No,8,No,2,34,70
56,Male,Designer,8,Study,Computer Science,Notion AI,Sometimes,Advanced,Mobile,Medium,Moderate,Suburban,PhD,English,Slow,Same,Positive,No,9,No,2,46,70
21,Female,Student,10,Entertainment,Art,Other,Rarely,Intermediate,Mobile,Low,Moderate,Rural,Bachelor,Spanish,Medium,Increased,Neutral,Yes,5,Yes,2,29,85
28,Male,Student,0,Work,Law,Notion AI,Rarely,Intermediate,Laptop,High,Low,Suburban,Bachelor,Spanish,Medium,Decreased,Positive,No,5,Yes,2,48,70
33,Male,Engineer,4,Work,Business,ChatGPT,Often,Beginner,Mobile,Medium,Moderate,Rural,Master,Arabic,Medium,Increased,Neutral,Yes,7,No,3,53,80
42,Male,Designer,5,Daily Life,Law,Bard,Rarely,Intermediate,Desktop,High,High,Urban,Master,English,Fast,Same,Positive,Yes,8,No,2,20,85
24,Male,Unemployed,11,Work,Law,Bard,Rarely,Beginner,Desktop,Low,High,Suburban,Master,French,Slow,Increased,Positive,No,1,Yes,2,24,85
37,Female,Unemployed,9,Work,Medicine,Notion AI,Sometimes,Intermediate,Laptop,Medium,Moderate,Suburban,Master,Arabic,Fast,Decreased,Negative,Yes,3,Yes,2,33,70
29,Female,Designer,7,Study,Art,Other,Daily,Intermediate,Mobile,Medium,Moderate,Suburban,PhD,Arabic,Fast,Decreased,Positive,Yes,5,Yes,2,24,85
31,Female,Doctor,10,Work,Education,ChatGPT,Daily,Beginner,Tablet,Low,Low,Rural,Master,English,Medium,Decreased,Positive,Yes,7,No,3,72,60
47,Female,Student,12,Shopping,Engineering,Copilot,Daily,Intermediate,Tablet,Medium,Low,Rural,PhD,Spanish,Fast,Decreased,Positive,Yes,4,Yes,2,49,70
18,Male,Teacher,8,Study,Art,Notion AI,Rarely,Beginner,Desktop,High,Moderate,Rural,Bachelor,French,Medium,Increased,Positive,Yes,4,Yes,2,24,85
46,Female,Freelancer,7,Shopping,Medicine,ChatGPT,Sometimes,Beginner,Mobile,Low,Moderate,Urban,PhD,French,Slow,Decreased,Neutral,Yes,3,Yes,2,29,85
58,Female,Student,11,Health,Computer Science,ChatGPT,Daily,Intermediate,Laptop,Low,Moderate,Urban,High School,Spanish,Slow,Same,Negative,No,1,Yes,2,34,70
34,Female,Student,8,Study,Education,ChatGPT,Sometimes,Advanced,Mobile,Low,High,Urban,Bachelor,Spanish,Fast,Same,Positive,Yes,6,No,2,44,70
53,Male,Designer,1,Daily Life,Medicine,ChatGPT,Daily,Beginner,Mobile,Low,Moderate,Rural,PhD,Spanish,Slow,Increased,Negative,No,6,No,2,47,70
63,Female,Unemployed,3,Study,Engineering,Copilot,Sometimes,Beginner,Laptop,Low,Moderate,Urban,High School,English,Slow,Decreased,Negative,Yes,5,Yes,2,34,70
62,Male,Designer,7,Health,Medicine,Notion AI,Sometimes,Beginner,Laptop,Low,High,Urban,Master,English,Medium,Increased,Negative,Yes,9,No,3,87,60
42,Female,Student,1,Shopping,Business,Midjourney,Daily,Beginner,Laptop,Medium,Low,Rural,High School,English,Medium,Same,Positive,No,7,No,2,30,85
44,Female,Engineer,10,Daily Life,Business,Other,Daily,Intermediate,Mobile,Low,High,Suburban,Master,Arabic,Slow,Decreased,Positive,No,4,Yes,2,34,70
18,Male,Doctor,3,Study,Education,Midjourney,Daily,Advanced,Laptop,High,Moderate,Urban,Master,French,Medium,Decreased,Positive,No,6,No,3,52,80
42,Male,Unemployed,7,Health,Education,Copilot,Often,Beginner,Mobile,High,Moderate,Suburban,,Spanish,Fast,Same,Positive,Yes,3,Yes,2,36,70
43,Female,Freelancer,8,Study,Art,Copilot,Daily,Intermediate,Desktop,Low,High,Urban,PhD,Arabic,Fast,Decreased,Positive,No,10,No,2,38,70
54,Female,Student,2,Health,Law,Other,Sometimes,Beginner,Laptop,High,Moderate,Suburban,High School,English,Fast,Decreased,Neutral,Yes,3,Yes,2,44,70
52,Female,Designer,11,Daily Life,Computer Science,Midjourney,Daily,Beginner,Tablet,Low,High,Suburban,Master,Spanish,Medium,Same,Negative,Yes,2,Yes,2,28,85
59,Female,Researcher,4,Study,Business,Bard,Rarely,Advanced,Laptop,Medium,Moderate,Urban,Bachelor,Spanish,Fast,Same,Negative,Yes,7,No,2,36,70
19,Female,Freelancer,6,Work,Education,Copilot,Daily,Advanced,Laptop,Low,Low,Rural,Master,Arabic,Fast,Increased,Negative,No,2,Yes,2,24,85
35,Female,Freelancer,5,Health,Computer Science,Notion AI,Often,Advanced,Mobile,Medium,High,Rural,PhD,French,Fast,Increased,Negative,No,3,Yes,3,79,60
64,Female,Freelancer,11,Work,Education,Midjourney,Often,Advanced,Tablet,High,High,Urban,Master,French,Fast,Decreased,Negative,No,9,No,2,31,70
19,Female,Teacher,0,Work,Medicine,Bard,Often,Beginner,Laptop,Low,High,Urban,Master,Spanish,Slow,Increased,Negative,Yes,5,Yes,2,36,70
43,Female,Student,7,Entertainment,Computer Science,Copilot,Often,Advanced,Laptop,Low,Moderate,Urban,High School,Arabic,Slow,Increased,Neutral,Yes,4,Yes,2,27,85
63,Male,Designer,6,Entertainment,Business,Other,Daily,Advanced,Mobile,High,Moderate,Suburban,PhD,English,Medium,Increased,Neutral,Yes,1,Yes,2,29,85
37,Female,Freelancer,0,Health,Art,Bard,Often,Advanced,Mobile,High,Moderate,Rural,High School,Arabic,Fast,Decreased,Neutral,No,8,No,3,74,60
26,Female,Student,5,Work,Medicine,Notion AI,Sometimes,Beginner,Laptop,High,Low,Urban,High School,French,Slow,Same,Neutral,No,9,No,2,38,70
21,Male,Designer,9,Work,Law,Other,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,Master,English,Slow,Same,Positive,No,1,Yes,2,21,85
52,Female,Engineer,0,Work,Engineering,ChatGPT,Daily,Intermediate,Laptop,Low,Moderate,Rural,Master,Arabic,Fast,Decreased,Positive,Yes,1,Yes,3,74,60
125,Male,Freelancer,3,Entertainment,Business,Notion AI,Daily,Advanced,Laptop,Medium,Moderate,Suburban,Master,Arabic,Medium,Decreased,Negative,No,7,No,2,23,85
45,Female,Engineer,2,Shopping,Art,Midjourney,Rarely,Beginner,Laptop,Medium,Moderate,Urban,Master,Spanish,Fast,Increased,Neutral,No,3,Yes,3,82,60
41,Female,Doctor,2,Shopping,Engineering,ChatGPT,Sometimes,Beginner,Desktop,Medium,Moderate,Suburban,Master,French,Fast,Increased,Neutral,Yes,3,Yes,3,61,60
29,Female,Unemployed,6,Study,Law,Copilot,Often,Advanced,Mobile,Medium,Low,Rural,,Arabic,Medium,Decreased,Positive,Yes,7,No,2,23,85
58,Female,Engineer,7,Entertainment,Business,Other,Often,Intermediate,Laptop,High,Low,Urban,Bachelor,Spanish,Fast,Decreased,Neutral,Yes,10,No,3,42,80
35,Male,Doctor,0,Study,Computer Science,Notion AI,Rarely,Intermediate,Tablet,High,Moderate,Suburban,Master,Spanish,Medium,Decreased,Neutral,No,1,Yes,3,53,80
18,Female,Unemployed,3,Entertainment,Medicine,Other,Sometimes,Advanced,Tablet,High,High,Suburban,Master,English,Slow,Same,Neutral,No,10,No,2,49,70
40,Male,Designer,1,Daily Life,Education,Notion AI,Sometimes,Advanced,Mobile,Medium,Low,Rural,PhD,Spanish,Fast,Decreased,Neutral,No,6,No,2,21,85
59,Female,Freelancer,6,Shopping,Education,Bard,Daily,Advanced,Mobile,High,Moderate,Rural,Master,Spanish,Medium,Increased,Neutral,Yes,4,Yes,2,31,70
34,Male,Designer,0,Daily Life,Business,Copilot,Daily,Intermediate,Laptop,Low,High,Suburban,Master,Spanish,Medium,Same,Neutral,Yes,2,Yes,2,34,70
58,Male,Teacher,8,Shopping,Medicine,Bard,Rarely,Beginner,Mobile,High,Low,Urban,Bachelor,Spanish,Slow,Same,Negative,No,10,No,2,34,70
38,Male,Researcher,7,Entertainment,Education,Other,Daily,Intermediate,Desktop,High,Low,Suburban,Bachelor,Spanish,Slow,Same,Positive,Yes,9,No,2,26,85
41,Female,Researcher,3,Entertainment,Medicine,Notion AI,Daily,Beginner,Tablet,Medium,High,Urban,Master,Spanish,Fast,Increased,Neutral,Yes,1,Yes,2,38,70
63,Female,Doctor,8,Work,Business,Bard,Daily,Advanced,Tablet,Medium,High,Suburban,Master,English,Fast,Decreased,Negative,Yes,2,Yes,3,55,80
24,Male,Student,1,Entertainment,Computer Science,Notion AI,Rarely,Intermediate,Desktop,High,Moderate,Suburban,PhD,English,Slow,Same,Positive,No,6,No,2,34,70
25,Female,Designer,8,Work,Engineering,ChatGPT,Sometimes,Intermediate,Tablet,High,Low,Urban,High School,French,Medium,Same,Negative,No,10,No,2,43,70
54,Female,Doctor,12,Work,Computer Science,Copilot,Daily,Intermediate,Laptop,Medium,Low,Urban,Bachelor,English,Slow,Increased,Positive,No,7,No,3,78,60
34,Male,Doctor,6,Daily Life,Engineering,Bard,Often,Beginner,Desktop,Low,Low,Suburban,Master,French,Slow,Increased,Neutral,No,6,No,2,47,70
46,Male,Unemployed,7,Daily Life,Medicine,Notion AI,Sometimes,Beginner,Desktop,Medium,High,Urban,Master,French,Fast,Same,Negative,Yes,1,Yes,1,12,85
57,Female,Unemployed,12,Daily Life,Art,Notion AI,Rarely,Intermediate,Mobile,High,Moderate,Suburban,Bachelor,Spanish,Slow,Same,Neutral,No,4,Yes,1,28,85
20,Female,Student,11,Entertainment,Art,Copilot,Often,Beginner,Mobile,Medium,High,Suburban,PhD,Spanish,Fast,Decreased,Neutral,No,7,No,2,41,70
32,Female,Researcher,4,Shopping,Art,ChatGPT,Daily,Beginner,Desktop,Low,Moderate,Suburban,Master,Spanish,Medium,Decreased,Positive,Yes,3,Yes,2,37,70
19,Female,Engineer,1,Work,Law,Notion AI,Often,Intermediate,Laptop,High,Low,Suburban,High School,English,Slow,Decreased,Positive,No,4,Yes,3,89,60
42,Female,Engineer,2,Shopping,Medicine,Notion AI,Sometimes,Advanced,Mobile,Medium,Low,Urban,High School,French,Medium,Same,Neutral,Yes,10,No,3,82,60
28,Male,Unemployed,4,Work,Law,Midjourney,Sometimes,Intermediate,Laptop,Medium,Moderate,Urban,PhD,Spanish,Fast,Decreased,Negative,No,1,Yes,2,24,85
20,Male,Engineer,5,Health,Business,ChatGPT,Rarely,Intermediate,Tablet,High,High,Urban,Master,Spanish,Slow,Same,Neutral,Yes,4,Yes,4,108,50
38,Male,Teacher,5,Study,Medicine,Copilot,Sometimes,Intermediate,Laptop,Medium,High,Suburban,High School,Spanish,Slow,Increased,Positive,Yes,5,Yes,2,24,85
25,Male,Teacher,7,Study,Art,Other,Often,Intermediate,Tablet,Low,High,Rural,High School,Spanish,Slow,Increased,Neutral,No,8,No,2,40,70
41,Female,Researcher,1,Shopping,Business,Copilot,Sometimes,Intermediate,Mobile,Medium,Low,Rural,Bachelor,Arabic,Slow,Increased,Neutral,No,5,Yes,2,24,85
56,Male,Unemployed,5,Entertainment,Business,Midjourney,Rarely,Beginner,Tablet,Medium,Moderate,Rural,Master,Spanish,Medium,Same,Positive,Yes,2,Yes,2,25,85
22,Male,Researcher,10,Daily Life,Computer Science,ChatGPT,Rarely,Intermediate,Laptop,Medium,Moderate,Urban,PhD,French,Slow,Same,Neutral,No,2,Yes,2,40,70
46,Male,Student,11,Study,Computer Science,Other,Often,Advanced,Tablet,High,Moderate,Urban,Master,Arabic,Medium,Same,Positive,No,2,Yes,2,34,70
44,Male,Doctor,9,Entertainment,Computer Science,Other,Daily,Beginner,Laptop,Low,Low,Urban,PhD,Spanish,Slow,Increased,Positive,Yes,8,No,3,54,80
31,Male,Doctor,6,Health,Education,ChatGPT,Often,Advanced,Laptop,Low,Moderate,Rural,Master,Arabic,Fast,Same,Neutral,No,10,No,4,102,50
49,Male,Freelancer,2,Daily Life,Education,ChatGPT,Often,Advanced,Laptop,High,High,Urban,PhD,Spanish,Slow,Decreased,Positive,No,2,Yes,2,38,70
62,Female,Designer,12,Study,Engineering,Copilot,Daily,Intermediate,Tablet,High,Low,Suburban,,Spanish,Medium,Increased,Positive,Yes,10,No,2,41,70
25,Female,Engineer,5,Study,Engineering,Other,Daily,Beginner,Laptop,High,Moderate,Suburban,PhD,Spanish,Slow,Increased,Neutral,No,2,Yes,3,42,80
60,Male,Engineer,5,Work,Law,ChatGPT,Often,Intermediate,Mobile,Low,Low,Suburban,Bachelor,English,Fast,Same,Positive,No,10,No,3,73,60
19,Male,Researcher,1,Entertainment,Law,ChatGPT,Often,Advanced,Desktop,High,Low,Urban,Master,Spanish,Fast,Decreased,Positive,No,3,Yes,2,31,70
62,Female,Doctor,4,Daily Life,Engineering,Midjourney,Daily,Intermediate,Tablet,High,High,Urban,,Arabic,Medium,Increased,Neutral,No,2,Yes,2,38,70
51,Female,Student,4,Health,Law,Other,Sometimes,Advanced,Desktop,Low,Low,Urban,Bachelor,English,Fast,Increased,Neutral,Yes,5,Yes,2,50,70
58,Female,Freelancer,8,Work,Education,Bard,Often,Advanced,Desktop,Low,High,Urban,High School,English,Slow,Same,Positive,Yes,8,No,2,38,70
21,Female,Engineer,3,Daily Life,Engineering,ChatGPT,Often,Advanced,Tablet,Low,Moderate,Suburban,Master,Arabic,Fast,Increased,Positive,Yes,1,Yes,2,29,85
34,Male,Researcher,12,Daily Life,Medicine,Bard,Often,Intermediate,Tablet,Low,Moderate,Suburban,Master,English,Fast,Increased,Positive,Yes,7,No,2,36,70
33,Female,Student,0,Work,Art,Notion AI,Daily,Advanced,Tablet,High,Moderate,Suburban,Master,Spanish,Medium,Increased,Neutral,No,4,Yes,2,50,70
46,Female,Student,1,Health,Law,Copilot,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,Bachelor,Arabic,Medium,Same,Neutral,No,6,No,2,37,70
56,Male,Freelancer,11,Daily Life,Law,ChatGPT,Often,Intermediate,Tablet,Low,High,Suburban,Bachelor,Spanish,Fast,Same,Neutral,Yes,6,No,2,20,85
52,Male,Freelancer,11,Work,Engineering,Copilot,Daily,Intermediate,Tablet,High,High,Rural,PhD,Spanish,Fast,Same,Positive,No,8,No,2,40,70
57,Male,Designer,10,Shopping,Law,Other,Daily,Beginner,Desktop,Medium,Moderate,Rural,PhD,English,Fast,Decreased,Neutral,Yes,8,No,2,31,70
44,Male,Designer,9,Work,Business,Copilot,Sometimes,Beginner,Mobile,High,High,Rural,Master,French,Fast,Decreased,Neutral,Yes,10,No,2,28,85
58,Female,Student,7,Daily Life,Medicine,Copilot,Rarely,Intermediate,Mobile,Medium,High,Urban,High School,Arabic,Medium,Same,Neutral,No,10,No,1,13,85
22,Female,Doctor,10,Entertainment,Business,Copilot,Often,Advanced,Desktop,Low,Moderate,Rural,PhD,English,Slow,Same,Negative,Yes,3,Yes,3,47,80
58,Male,Designer,8,Shopping,Computer Science,Notion AI,Rarely,Intermediate,Tablet,High,High,Rural,Master,English,Fast,Increased,Neutral,No,5,Yes,2,34,70
43,Female,Student,4,Work,Computer Science,Copilot,Sometimes,Advanced,Laptop,High,High,Suburban,Master,English,Slow,Increased,Negative,Yes,7,No,2,25,85
20,Female,Teacher,1,Work,Law,Other,Rarely,Advanced,Desktop,Low,Moderate,Rural,High School,French,Slow,Decreased,Positive,Yes,2,Yes,2,26,85
45,Female,Researcher,6,Daily Life,Computer Science,Notion AI,Sometimes,Advanced,Mobile,Medium,High,Rural,PhD,French,Fast,Increased,Neutral,Yes,4,Yes,2,37,70
44,Female,Unemployed,7,Shopping,Business,Notion AI,Sometimes,Intermediate,Tablet,Low,High,Urban,PhD,English,Slow,Decreased,Positive,Yes,10,No,2,49,70
49,Female,Student,11,Study,Education,Bard,Sometimes,Advanced,Desktop,Medium,Low,Suburban,PhD,French,Slow,Same,Negative,No,5,Yes,2,22,85
42,Female,Freelancer,4,Work,Medicine,Midjourney,Rarely,Intermediate,Laptop,High,Low,Suburban,Bachelor,French,Fast,Increased,Positive,Yes,3,Yes,2,50,70
32,Female,Engineer,0,Work,Education,Copilot,Daily,Intermediate,Mobile,Low,High,Urban,Bachelor,English,Slow,Decreased,Positive,No,3,Yes,3,66,60
40,Male,Doctor,12,Entertainment,Computer Science,Notion AI,Often,Beginner,Desktop,Low,Low,Suburban,Master,English,Medium,Decreased,Positive,Yes,10,No,3,58,80
43,Male,Teacher,7,Study,Computer Science,Notion AI,Sometimes,Beginner,Desktop,Medium,Moderate,Urban,PhD,English,Medium,Decreased,Neutral,Yes,8,No,2,34,70
18,Male,Doctor,3,Study,Business,ChatGPT,Rarely,Intermediate,Desktop,Low,High,Urban,High School,Arabic,Medium,Same,Neutral,No,3,Yes,3,48,80
49,Male,Freelancer,8,Health,Art,Bard,Sometimes,Advanced,Laptop,High,Moderate,Suburban,High School,French,Medium,Increased,Positive,Yes,1,Yes,3,76,60
51,Male,Teacher,1,Work,Engineering,Other,Sometimes,Intermediate,Tablet,High,Low,Suburban,Master,French,Fast,Same,Positive,Yes,5,Yes,2,27,85
38,Female,Teacher,6,Health,Art,Midjourney,Often,Intermediate,Mobile,High,High,Urban,PhD,French,Fast,Decreased,Negative,No,3,Yes,3,85,60
26,Female,Teacher,1,Work,Art,Midjourney,Daily,Advanced,Laptop,Medium,Low,Suburban,High School,Arabic,Slow,Same,Negative,Yes,1,Yes,2,44,70
19,Female,Freelancer,2,Work,Business,Other,Often,Beginner,Mobile,High,Low,Urban,Bachelor,French,Medium,Same,Negative,No,5,Yes,2,42,70
26,Female,Engineer,5,Entertainment,Computer Science,Midjourney,Rarely,Advanced,Laptop,High,Moderate,Suburban,High School,French,Medium,Increased,Neutral,Yes,4,Yes,3,85,60
50,Male,Researcher,1,Work,Education,Midjourney,Often,Advanced,Desktop,Medium,Moderate,Urban,Bachelor,English,Fast,Decreased,Negative,Yes,6,No,2,33,70
43,Male,Engineer,2,Entertainment,Law,Notion AI,Sometimes,Advanced,Mobile,High,Low,Urban,High School,English,Fast,Same,Negative,No,6,No,3,40,80
45,Male,Unemployed,7,Daily Life,Engineering,Midjourney,Often,Intermediate,Tablet,Low,High,Rural,PhD,English,Medium,Decreased,Positive,Yes,10,No,1,29,85
40,Male,Designer,3,Entertainment,Business,Other,Often,Intermediate,Laptop,Medium,Low,Suburban,Bachelor,English,Medium,Same,Neutral,No,2,Yes,2,50,70
51,Female,Engineer,11,Shopping,Business,Midjourney,Rarely,Intermediate,Tablet,High,Moderate,Suburban,Bachelor,English,Slow,Decreased,Positive,No,5,Yes,3,87,60
43,Female,Designer,8,Work,Education,Copilot,Rarely,Beginner,Laptop,High,High,Rural,,Arabic,Slow,Increased,Neutral,No,2,Yes,2,46,70
52,Male,Unemployed,8,Entertainment,Medicine,Copilot,Often,Intermediate,Mobile,High,Low,Rural,Bachelor,English,Slow,Increased,Neutral,Yes,10,No,2,29,85
49,Male,Teacher,6,Health,Education,Bard,Daily,Beginner,Desktop,High,Moderate,Rural,Master,French,Slow,Same,Neutral,No,4,Yes,3,45,80
29,Female,Researcher,4,Shopping,Medicine,Copilot,Rarely,Beginner,Tablet,High,Moderate,Suburban,Bachelor,English,Fast,Increased,Neutral,No,8,No,2,42,70
48,Female,Engineer,3,Shopping,Medicine,Midjourney,Daily,Beginner,Tablet,High,High,Rural,Master,English,Fast,Decreased,Neutral,No,4,Yes,3,40,80
46,Male,Freelancer,6,Entertainment,Business,Bard,Often,Advanced,Desktop,Medium,High,Suburban,Master,Arabic,Medium,Decreased,Neutral,Yes,7,No,2,37,70
20,Female,Doctor,0,Entertainment,Medicine,Copilot,Rarely,Intermediate,Laptop,Low,High,Urban,,Arabic,Fast,Decreased,Negative,No,6,No,3,90,60
44,Male,Doctor,12,Daily Life,Medicine,Other,Often,Advanced,Desktop,Medium,Moderate,Suburban,Bachelor,Spanish,Medium,Same,Neutral,Yes,5,Yes,2,24,85
37,Male,Teacher,4,Health,Law,Bard,Rarely,Advanced,Laptop,High,Moderate,Urban,Bachelor,Arabic,Slow,Increased,Negative,No,1,Yes,3,86,60
27,Male,Unemployed,9,Daily Life,Business,Bard,Often,Intermediate,Mobile,High,Low,Urban,PhD,English,Medium,Same,Neutral,Yes,8,No,1,22,85
47,Male,Freelancer,2,Shopping,Business,Bard,Rarely,Intermediate,Laptop,High,Low,Rural,PhD,English,Fast,Same,Neutral,No,9,No,2,21,85
18,Female,Unemployed,1,Study,Art,Other,Daily,Beginner,Desktop,High,Low,Rural,High School,French,Medium,Same,Neutral,Yes,8,No,2,42,70
52,Female,Doctor,11,Entertainment,Engineering,Bard,Often,Advanced,Desktop,High,Low,Urban,High School,Spanish,Slow,Increased,Negative,No,2,Yes,3,44,80
21,Female,Student,9,Daily Life,Engineering,Notion AI,Rarely,Intermediate,Tablet,Low,Low,Urban,High School,Spanish,Fast,Decreased,Positive,Yes,10,No,1,10,85
41,Female,Student,9,Study,Medicine,Other,Daily,Beginner,Mobile,Medium,High,Urban,Bachelor,English,Fast,Same,Negative,Yes,5,Yes,2,24,85
60,Male,Teacher,2,Work,Medicine,Copilot,Rarely,Advanced,Laptop,High,Low,Suburban,PhD,Spanish,Slow,Same,Negative,Yes,6,No,2,40,70
35,Male,Teacher,7,Shopping,Art,Bard,Rarely,Advanced,Desktop,High,High,Suburban,High School,Arabic,Slow,Increased,Neutral,No,9,No,2,46,70
28,Male,Doctor,6,Work,Engineering,ChatGPT,Daily,Advanced,Mobile,High,Moderate,Suburban,High School,Arabic,Medium,Increased,Negative,Yes,4,Yes,3,73,60
53,Male,Freelancer,8,Health,Art,Notion AI,Often,Advanced,Laptop,Low,Moderate,Rural,Master,Spanish,Medium,Increased,Negative,No,9,No,3,48,80
55,Male,Freelancer,2,Daily Life,Art,Bard,Sometimes,Advanced,Desktop,Low,Moderate,Suburban,PhD,Arabic,Medium,Increased,Positive,Yes,9,No,2,27,85
57,Male,Unemployed,2,Shopping,Computer Science,Midjourney,Often,Intermediate,Desktop,High,Low,Urban,Bachelor,English,Fast,Increased,Negative,Yes,7,No,2,35,70
57,Male,Designer,0,Daily Life,Computer Science,Midjourney,Often,Beginner,Laptop,Low,Low,Urban,Master,English,Slow,Increased,Neutral,Yes,6,No,2,22,85
36,Female,Researcher,11,Shopping,Engineering,ChatGPT,Sometimes,Advanced,Desktop,Low,High,Suburban,Bachelor,English,Medium,Decreased,Positive,No,3,Yes,2,46,70
54,Male,Student,3,Health,Computer Science,Copilot,Sometimes,Intermediate,Tablet,Medium,High,Urban,PhD,English,Fast,Increased,Neutral,Yes,2,Yes,2,30,85
32,Male,Researcher,0,Entertainment,Engineering,Other,Sometimes,Advanced,Tablet,Low,Low,Rural,Master,English,Fast,Decreased,Negative,Yes,7,No,2,36,70
35,Male,Freelancer,4,Entertainment,Computer Science,Bard,Rarely,Beginner,Tablet,Low,Moderate,Suburban,,French,Slow,Same,Negative,Yes,6,No,2,27,85
30,Male,Freelancer,5,Shopping,Business,Notion AI,Often,Intermediate,Mobile,High,High,Suburban,Master,Spanish,Medium,Decreased,Positive,No,10,No,2,36,70
22,Male,Doctor,5,Study,Business,Notion AI,Rarely,Intermediate,Laptop,Low,Moderate,Suburban,,Arabic,Fast,Increased,Negative,No,3,Yes,3,79,60
32,Female,Designer,8,Entertainment,Business,Notion AI,Rarely,Advanced,Laptop,Low,Moderate,Urban,Bachelor,French,Medium,Decreased,Neutral,No,7,No,2,27,85
27,Male,Doctor,4,Daily Life,Art,Bard,Often,Advanced,Tablet,High,Low,Urban,High School,English,Slow,Decreased,Positive,No,6,No,2,23,85
21,Female,Engineer,2,Shopping,Medicine,Other,Often,Beginner,Desktop,High,High,Suburban,High School,French,Fast,Decreased,Positive,No,5,Yes,3,66,60
134,Female,Freelancer,8,Work,Education,Bard,Daily,Advanced,Laptop,High,Low,Urban,High School,English,Medium,Increased,Neutral,No,3,Yes,2,28,85
41,Female,Student,1,Study,Computer Science,Other,Rarely,Beginner,Tablet,Medium,High,Rural,High School,English,Fast,Decreased,Positive,Yes,1,Yes,2,50,70
41,Female,Student,1,Study,Art,Other,Rarely,Intermediate,Laptop,Medium,Moderate,Rural,Master,English,Slow,Increased,Negative,No,1,Yes,2,48,70
61,Female,Teacher,8,Health,Business,Notion AI,Often,Intermediate,Tablet,Low,High,Suburban,Master,French,Medium,Increased,Positive,Yes,3,Yes,3,74,60
63,Female,Engineer,0,Work,Law,ChatGPT,Sometimes,Advanced,Laptop,Medium,Low,Suburban,PhD,English,Medium,Decreased,Neutral,No,4,Yes,3,62,60
63,Male,Student,0,Entertainment,Education,Notion AI,Daily,Beginner,Laptop,High,Low,Suburban,Bachelor,French,Slow,Decreased,Negative,No,2,Yes,2,32,70
38,Male,Researcher,11,Study,Business,ChatGPT,Sometimes,Advanced,Laptop,Low,Moderate,Rural,PhD,Arabic,Fast,Decreased,Negative,No,4,Yes,2,21,85
20,Male,Unemployed,0,Entertainment,Computer Science,Midjourney,Often,Beginner,Tablet,High,Moderate,Suburban,,English,Slow,Increased,Negative,No,8,No,2,20,85
59,Female,Student,12,Health,Computer Science,Midjourney,Rarely,Beginner,Desktop,High,Moderate,Rural,Bachelor,French,Slow,Same,Negative,No,8,No,2,32,70
44,Female,Researcher,1,Study,Business,Bard,Often,Beginner,Laptop,Medium,Moderate,Urban,Bachelor,English,Medium,Increased,Negative,Yes,8,No,2,25,85
28,Female,Engineer,8,Shopping,Law,ChatGPT,Sometimes,Beginner,Desktop,High,Low,Urban,High School,English,Slow,Decreased,Neutral,Yes,8,No,3,85,60
36,Male,Teacher,1,Work,Computer Science,Notion AI,Sometimes,Advanced,Mobile,Medium,Moderate,Rural,PhD,Arabic,Slow,Increased,Positive,Yes,2,Yes,2,33,70
